product_id,product_name,category,product_weight,fragility_index,shipping_type
27,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",0.5,2,Standard
28,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",0.3,3,Standard
29,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",0.3,3,Standard
30,Steel Racks & Containers,"Heavy Industrial Components, High-Security Goods",2.0,5,Heavy
31,Steel Racks & Containers,"Heavy Industrial Components, High-Security Goods",2.0,5,Heavy
32,Foldable & Stackable Containers,"Electronics, Medium-Value Goods, Retail Logistics",0.5,2,Standard
33,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",0.5,2,Standard
34,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",0.5,2,Standard
35,Bubble Wrap (Minimal Use),"Low-Value Goods, Secondary Protection for Non-Fragile Items",0.5,2,Standard
36,Bubble Wrap (Minimal Use),"Low-Value Goods, Secondary Protection for Non-Fragile Items",0.5,2,Standard
37,Bubble Wrap (Minimal Use),"Low-Value Goods, Secondary Protection for Non-Fragile Items",0.5,2,Standard
38,Steel Racks & Containers,"Heavy Industrial Components, High-Security Goods",2.0,5,Heavy
39,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",0.5,2,Standard
40,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",0.5,2,Standard
41,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",0.3,3,Standard
42,Steel Racks & Containers,"Heavy Industrial Components, High-Security Goods",2.0,5,Heavy
43,Protective Fillers (Paper/Biodegradable),"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection",0.2,1,Standard
44,Steel Racks & Containers,"Heavy Industrial Components, High-Security Goods",2.0,5,Heavy
45,Protective Fillers (Paper/Biodegradable),"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection",0.2,1,Standard
46,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",0.3,3,Standard
47,Foldable & Stackable Containers,"Electronics, Medium-Value Goods, Retail Logistics",0.5,2,Standard
48,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",0.5,2,Standard
49,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",0.3,3,Standard
50,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",0.5,2,Standard
51,Bubble Wrap (Minimal Use),"Low-Value Goods, Secondary Protection for Non-Fragile Items",0.5,2,Standard
52,Foldable & Stackable Containers,"Electronics, Medium-Value Goods, Retail Logistics",0.5,2,Standard
53,Foldable & Stackable Containers,"Electronics, Medium-Value Goods, Retail Logistics",0.5,2,Standard
54,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",0.3,3,Standard
55,Foldable & Stackable Containers,"Electronics, Medium-Value Goods, Retail Logistics",0.5,2,Standard
56,Protective Fillers (Paper/Biodegradable),"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection",0.2,1,Standard
57,Foldable & Stackable Containers,"Electronics, Medium-Value Goods, Retail Logistics",0.5,2,Standard
58,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",0.5,2,Standard
59,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",0.5,2,Standard
60,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",0.5,2,Standard
61,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",0.5,2,Standard
62,Protective Fillers (Paper/Biodegradable),"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection",0.2,1,Standard
63,Steel Racks & Containers,"Heavy Industrial Components, High-Security Goods",2.0,5,Heavy
64,Bubble Wrap (Minimal Use),"Low-Value Goods, Secondary Protection for Non-Fragile Items",0.5,2,Standard
65,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",0.3,3,Standard
66,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",0.5,2,Standard
67,Foldable & Stackable Containers,"Electronics, Medium-Value Goods, Retail Logistics",0.5,2,Standard
68,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",0.5,2,Standard
69,Foldable & Stackable Containers,"Electronics, Medium-Value Goods, Retail Logistics",0.5,2,Standard
70,Bubble Wrap (Minimal Use),"Low-Value Goods, Secondary Protection for Non-Fragile Items",0.5,2,Standard
71,Bubble Wrap (Minimal Use),"Low-Value Goods, Secondary Protection for Non-Fragile Items",0.5,2,Standard
72,Bubble Wrap (Minimal Use),"Low-Value Goods, Secondary Protection for Non-Fragile Items",0.5,2,Standard
73,Foldable & Stackable Containers,"Electronics, Medium-Value Goods, Retail Logistics",0.5,2,Standard
74,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",0.5,2,Standard
75,Bubble Wrap (Minimal Use),"Low-Value Goods, Secondary Protection for Non-Fragile Items",0.5,2,Standard
76,Protective Fillers (Paper/Biodegradable),"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection",0.2,1,Standard
77,Foldable & Stackable Containers,"Electronics, Medium-Value Goods, Retail Logistics",0.5,2,Standard
78,Foldable & Stackable Containers,"Electronics, Medium-Value Goods, Retail Logistics",0.5,2,Standard
79,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",0.5,2,Standard
80,Foldable & Stackable Containers,"Electronics, Medium-Value Goods, Retail Logistics",0.5,2,Standard
81,Foldable & Stackable Containers,"Electronics, Medium-Value Goods, Retail Logistics",0.5,2,Standard
82,Bubble Wrap (Minimal Use),"Low-Value Goods, Secondary Protection for Non-Fragile Items",0.5,2,Standard
83,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",0.5,2,Standard
84,Bubble Wrap (Minimal Use),"Low-Value Goods, Secondary Protection for Non-Fragile Items",0.5,2,Standard
85,Bubble Wrap (Minimal Use),"Low-Value Goods, Secondary Protection for Non-Fragile Items",0.5,2,Standard
86,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",0.5,2,Standard
87,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",0.3,3,Standard
88,Bubble Wrap (Minimal Use),"Low-Value Goods, Secondary Protection for Non-Fragile Items",0.5,2,Standard
89,Protective Fillers (Paper/Biodegradable),"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection",0.2,1,Standard
90,Protective Fillers (Paper/Biodegradable),"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection",0.2,1,Standard
91,Foldable & Stackable Containers,"Electronics, Medium-Value Goods, Retail Logistics",0.5,2,Standard
92,Protective Fillers (Paper/Biodegradable),"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection",0.2,1,Standard
93,Foldable & Stackable Containers,"Electronics, Medium-Value Goods, Retail Logistics",0.5,2,Standard
94,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",0.3,3,Standard
95,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",0.5,2,Standard
96,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",0.5,2,Standard
97,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",0.5,2,Standard
98,Protective Fillers (Paper/Biodegradable),"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection",0.2,1,Standard
99,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",0.3,3,Standard
100,Protective Fillers (Paper/Biodegradable),"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection",0.2,1,Standard
101,Protective Fillers (Paper/Biodegradable),"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection",0.2,1,Standard
102,Steel Racks & Containers,"Heavy Industrial Components, High-Security Goods",2.0,5,Heavy
103,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",0.5,2,Standard
104,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",0.5,2,Standard
105,Foldable & Stackable Containers,"Electronics, Medium-Value Goods, Retail Logistics",0.5,2,Standard
106,Bubble Wrap (Minimal Use),"Low-Value Goods, Secondary Protection for Non-Fragile Items",0.5,2,Standard
107,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",0.3,3,Standard
108,Foldable & Stackable Containers,"Electronics, Medium-Value Goods, Retail Logistics",0.5,2,Standard
109,Foldable & Stackable Containers,"Electronics, Medium-Value Goods, Retail Logistics",0.5,2,Standard
110,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",0.3,3,Standard
111,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",0.5,2,Standard
112,Steel Racks & Containers,"Heavy Industrial Components, High-Security Goods",2.0,5,Heavy
113,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",0.3,3,Standard
114,Protective Fillers (Paper/Biodegradable),"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection",0.2,1,Standard
115,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",0.5,2,Standard
116,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",0.5,2,Standard
117,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",0.3,3,Standard
118,Foldable & Stackable Containers,"Electronics, Medium-Value Goods, Retail Logistics",0.5,2,Standard
119,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",0.3,3,Standard
120,Protective Fillers (Paper/Biodegradable),"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection",0.2,1,Standard
121,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",0.5,2,Standard
122,Bubble Wrap (Minimal Use),"Low-Value Goods, Secondary Protection for Non-Fragile Items",0.5,2,Standard
123,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",0.5,2,Standard
124,Steel Racks & Containers,"Heavy Industrial Components, High-Security Goods",2.0,5,Heavy
125,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",0.3,3,Standard
126,Foldable & Stackable Containers,"Electronics, Medium-Value Goods, Retail Logistics",0.5,2,Standard
127,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",0.5,2,Standard
128,Steel Racks & Containers,"Heavy Industrial Components, High-Security Goods",2.0,5,Heavy
129,Protective Fillers (Paper/Biodegradable),"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection",0.2,1,Standard
130,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",0.5,2,Standard
131,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",0.3,3,Standard
132,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",0.5,2,Standard
133,Bubble Wrap (Minimal Use),"Low-Value Goods, Secondary Protection for Non-Fragile Items",0.5,2,Standard
134,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",0.5,2,Standard
135,Protective Fillers (Paper/Biodegradable),"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection",0.2,1,Standard
136,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",0.5,2,Standard
137,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",0.5,2,Standard
138,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",0.3,3,Standard
139,Foldable & Stackable Containers,"Electronics, Medium-Value Goods, Retail Logistics",0.5,2,Standard
140,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",0.5,2,Standard
141,Steel Racks & Containers,"Heavy Industrial Components, High-Security Goods",2.0,5,Heavy
142,Protective Fillers (Paper/Biodegradable),"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection",0.2,1,Standard
143,Bubble Wrap (Minimal Use),"Low-Value Goods, Secondary Protection for Non-Fragile Items",0.5,2,Standard
144,Foldable & Stackable Containers,"Electronics, Medium-Value Goods, Retail Logistics",0.5,2,Standard
145,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",0.3,3,Standard
146,Foldable & Stackable Containers,"Electronics, Medium-Value Goods, Retail Logistics",0.5,2,Standard
147,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",0.5,2,Standard
148,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",0.3,3,Standard
149,Steel Racks & Containers,"Heavy Industrial Components, High-Security Goods",2.0,5,Heavy
150,Protective Fillers (Paper/Biodegradable),"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection",0.2,1,Standard
151,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",0.3,3,Standard
152,Steel Racks & Containers,"Heavy Industrial Components, High-Security Goods",2.0,5,Heavy
153,Foldable & Stackable Containers,"Electronics, Medium-Value Goods, Retail Logistics",0.5,2,Standard
154,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",0.5,2,Standard
155,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",0.3,3,Standard
156,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",0.3,3,Standard
157,Bubble Wrap (Minimal Use),"Low-Value Goods, Secondary Protection for Non-Fragile Items",0.5,2,Standard
158,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",0.5,2,Standard
159,Foldable & Stackable Containers,"Electronics, Medium-Value Goods, Retail Logistics",0.5,2,Standard
160,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",0.5,2,Standard
161,Protective Fillers (Paper/Biodegradable),"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection",0.2,1,Standard
162,Steel Racks & Containers,"Heavy Industrial Components, High-Security Goods",2.0,5,Heavy
163,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",0.5,2,Standard
164,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",0.3,3,Standard
165,Steel Racks & Containers,"Heavy Industrial Components, High-Security Goods",2.0,5,Heavy
166,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",0.5,2,Standard
167,Protective Fillers (Paper/Biodegradable),"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection",0.2,1,Standard
168,Foldable & Stackable Containers,"Electronics, Medium-Value Goods, Retail Logistics",0.5,2,Standard
169,Bubble Wrap (Minimal Use),"Low-Value Goods, Secondary Protection for Non-Fragile Items",0.5,2,Standard
170,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",0.3,3,Standard
171,Protective Fillers (Paper/Biodegradable),"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection",0.2,1,Standard
172,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",0.5,2,Standard
173,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",0.5,2,Standard
174,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",0.3,3,Standard
175,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",0.5,2,Standard
176,Foldable & Stackable Containers,"Electronics, Medium-Value Goods, Retail Logistics",0.5,2,Standard
177,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",0.3,3,Standard
178,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",0.5,2,Standard
179,Steel Racks & Containers,"Heavy Industrial Components, High-Security Goods",2.0,5,Heavy
180,Bubble Wrap (Minimal Use),"Low-Value Goods, Secondary Protection for Non-Fragile Items",0.5,2,Standard
181,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",0.5,2,Standard
182,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",0.3,3,Standard
183,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",0.3,3,Standard
184,Foldable & Stackable Containers,"Electronics, Medium-Value Goods, Retail Logistics",0.5,2,Standard
185,Protective Fillers (Paper/Biodegradable),"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection",0.2,1,Standard
186,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",0.5,2,Standard
187,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",0.3,3,Standard
188,Foldable & Stackable Containers,"Electronics, Medium-Value Goods, Retail Logistics",0.5,2,Standard
189,Steel Racks & Containers,"Heavy Industrial Components, High-Security Goods",2.0,5,Heavy
190,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",0.3,3,Standard
191,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",0.3,3,Standard
192,Bubble Wrap (Minimal Use),"Low-Value Goods, Secondary Protection for Non-Fragile Items",0.5,2,Standard
193,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",0.5,2,Standard
194,Foldable & Stackable Containers,"Electronics, Medium-Value Goods, Retail Logistics",0.5,2,Standard
195,Steel Racks & Containers,"Heavy Industrial Components, High-Security Goods",2.0,5,Heavy
196,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",0.5,2,Standard
197,Protective Fillers (Paper/Biodegradable),"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection",0.2,1,Standard
198,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",0.3,3,Standard
199,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",0.5,2,Standard
200,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",0.3,3,Standard
201,Foldable & Stackable Containers,"Electronics, Medium-Value Goods, Retail Logistics",0.5,2,Standard
202,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",0.5,2,Standard
203,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",0.5,2,Standard
204,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",0.3,3,Standard
205,Foldable & Stackable Containers,"Electronics, Medium-Value Goods, Retail Logistics",0.5,2,Standard
206,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",0.3,3,Standard
207,Bubble Wrap (Minimal Use),"Low-Value Goods, Secondary Protection for Non-Fragile Items",0.5,2,Standard
208,Foldable & Stackable Containers,"Electronics, Medium-Value Goods, Retail Logistics",0.5,2,Standard
209,Steel Racks & Containers,"Heavy Industrial Components, High-Security Goods",2.0,5,Heavy
210,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",0.3,3,Standard
211,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",0.5,2,Standard
212,Protective Fillers (Paper/Biodegradable),"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection",0.2,1,Standard
213,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",0.5,2,Standard
214,Foldable & Stackable Containers,"Electronics, Medium-Value Goods, Retail Logistics",0.5,2,Standard
215,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",0.3,3,Standard
216,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",0.5,2,Standard
217,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",0.3,3,Standard
218,Protective Fillers (Paper/Biodegradable),"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection",0.2,1,Standard
219,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",0.3,3,Standard
220,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",0.5,2,Standard
221,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",0.5,2,Standard
222,Foldable & Stackable Containers,"Electronics, Medium-Value Goods, Retail Logistics",0.5,2,Standard
223,Protective Fillers (Paper/Biodegradable),"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection",0.2,1,Standard
224,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",0.5,2,Standard
225,Bubble Wrap (Minimal Use),"Low-Value Goods, Secondary Protection for Non-Fragile Items",0.5,2,Standard
226,Foldable & Stackable Containers,"Electronics, Medium-Value Goods, Retail Logistics",0.5,2,Standard
227,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",0.5,2,Standard
228,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",0.5,2,Standard
229,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",0.3,3,Standard
230,Steel Racks & Containers,"Heavy Industrial Components, High-Security Goods",2.0,5,Heavy
231,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",0.5,2,Standard
232,Protective Fillers (Paper/Biodegradable),"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection",0.2,1,Standard
233,Foldable & Stackable Containers,"Electronics, Medium-Value Goods, Retail Logistics",0.5,2,Standard
234,Bubble Wrap (Minimal Use),"Low-Value Goods, Secondary Protection for Non-Fragile Items",0.5,2,Standard
235,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",0.5,2,Standard
236,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",0.3,3,Standard
237,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",0.5,2,Standard
238,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",0.5,2,Standard
239,Foldable & Stackable Containers,"Electronics, Medium-Value Goods, Retail Logistics",0.5,2,Standard
240,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",0.3,3,Standard
241,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",0.3,3,Standard
242,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",0.5,2,Standard
243,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",0.5,2,Standard
244,Steel Racks & Containers,"Heavy Industrial Components, High-Security Goods",2.0,5,Heavy
245,Protective Fillers (Paper/Biodegradable),"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection",0.2,1,Standard
246,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",0.3,3,Standard
247,Foldable & Stackable Containers,"Electronics, Medium-Value Goods, Retail Logistics",0.5,2,Standard
248,Bubble Wrap (Minimal Use),"Low-Value Goods, Secondary Protection for Non-Fragile Items",0.5,2,Standard
249,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",0.3,3,Standard
250,Steel Racks & Containers,"Heavy Industrial Components, High-Security Goods",2.0,5,Heavy
251,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",0.5,2,Standard
252,Protective Fillers (Paper/Biodegradable),"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection",0.2,1,Standard
253,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",0.3,3,Standard
254,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",0.5,2,Standard
255,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",0.3,3,Standard
256,Foldable & Stackable Containers,"Electronics, Medium-Value Goods, Retail Logistics",0.5,2,Standard
257,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",0.5,2,Standard
258,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",0.3,3,Standard
259,Protective Fillers (Paper/Biodegradable),"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection",0.2,1,Standard
260,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",0.5,2,Standard
261,Bubble Wrap (Minimal Use),"Low-Value Goods, Secondary Protection for Non-Fragile Items",0.5,2,Standard
262,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",0.3,3,Standard
263,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",0.5,2,Standard
264,Foldable & Stackable Containers,"Electronics, Medium-Value Goods, Retail Logistics",0.5,2,Standard
265,Protective Fillers (Paper/Biodegradable),"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection",0.2,1,Standard
266,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",0.5,2,Standard
267,Foldable & Stackable Containers,"Electronics, Medium-Value Goods, Retail Logistics",0.5,2,Standard
268,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",0.3,3,Standard
